"crmid","smcreatorid","smownerid","modifiedby","setype","description","createdtime","modifiedtime","viewedtime","status","version","presence","deleted","smgroupid","source","label"
"2342","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2343","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2344","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2345","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2346","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2347","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2348","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2349","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2350","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2351","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2352","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2353","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2354","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2355","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2356","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2357","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2358","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2359","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2360","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2361","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2362","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2363","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2364","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2365","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2366","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2367","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2368","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:05","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2369","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2370","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2371","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2372","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2373","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2374","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2375","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2376","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2377","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2378","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2379","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2380","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2381","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2382","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2383","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2384","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2385","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2386","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2387","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2388","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2389","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2390","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2391","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2392","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2393","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2394","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2395","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2396","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2397","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2398","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2399","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2400","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2401","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2402","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2403","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2404","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2405","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:06","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2406","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2407","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2408","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2409","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2410","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2411","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2412","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2413","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2414","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2415","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2416","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2417","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2418","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2419","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2420","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2421","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2422","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2423","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2424","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2425","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:07","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2426","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2427","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2428","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2429","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2430","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2431","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2432","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2433","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2434","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2435","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2436","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2437","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2438","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2439","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2440","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2441","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2442","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2443","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2444","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2445","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2446","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2447","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2448","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2449","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2450","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2451","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2452","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2453","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2454","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2455","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2456","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2457","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2458","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2459","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2460","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2461","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2462","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2463","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2464","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2465","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2466","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2467","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2468","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2469","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2470","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2471","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2472","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:08","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2473","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2474","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2475","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2476","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2477","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2478","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2479","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2480","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2481","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2482","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2483","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2484","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2485","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2486","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2487","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2488","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2489","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2490","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2491","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2492","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2493","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2494","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2495","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2496","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2497","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2498","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2499","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2500","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2501","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2502","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2503","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2504","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2505","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2506","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2507","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2508","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2509","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2510","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2511","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2512","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2513","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2514","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2515","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2516","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2517","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:09","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2518","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2519","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2520","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2521","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2522","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2523","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2524","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2525","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2526","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2527","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2528","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2529","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2530","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2531","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2532","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2533","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
"2534","1","1","1","Accounts","","2021-05-12 18:41:49","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","kuikku kigyou"
"2535","1","1","1","Accounts","","2021-04-27 13:58:28","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","企業A"
"2536","1","1","1","Accounts","","2021-05-12 18:33:22","2021-05-19 18:44:10","NULL","NULL","0","1","0","0","IMPORT","TEST CC"
